"age_group","date","J12_18","A10_B99_nopneumo","A17","A18","A19","A39","A41","B20_24","B34","B96","B97","B99","C00_D48","D50_89","E00_99","E10_14","E40_46","G00_99_SY","H00_99_SY","I00_99","I60_64","cJ20_J22","K00_99","K35","K80","L00_99","M00_99","N00_99","N39","P00_99","P05_07","Q00_99","S00_T99","U00_99","V00_Y99","Z00_99","ach_noj"
"92_1",2001-01-01,14,9,0,0,0,0,0,0,1,0,0,0,6,0,4,0,0,0,1,1,0,2,10,0,0,5,0,6,3,18,7,5,5,0,0,7,97
"92_1",2001-02-01,7,4,0,0,0,0,1,1,0,0,0,0,8,1,5,0,0,1,5,1,0,4,4,0,0,2,1,5,4,27,11,2,9,0,0,3,101
"92_1",2001-03-01,8,4,0,0,0,0,2,0,0,0,0,0,8,2,5,0,0,0,1,0,0,5,10,0,0,2,1,4,2,14,4,11,8,0,0,7,96
"92_1",2001-04-01,15,7,0,0,0,0,0,0,1,0,0,0,8,0,3,0,0,2,1,0,0,6,3,0,0,4,1,9,3,17,4,2,6,0,0,2,75
"92_1",2001-05-01,39,6,0,0,0,0,3,0,0,0,0,0,7,1,2,0,1,1,4,1,0,25,7,0,0,3,4,4,1,32,12,6,4,0,0,7,108
"92_1",2001-06-01,59,6,0,0,0,0,2,0,1,0,0,0,7,1,4,0,0,1,0,3,0,39,8,0,0,1,1,5,4,25,7,12,10,0,0,6,131
"92_1",2001-07-01,49,8,0,0,0,1,1,0,1,0,0,0,5,0,5,0,0,3,0,3,1,19,5,0,0,3,2,5,1,28,8,10,9,0,0,2,110
"92_1",2001-08-01,36,14,0,0,0,0,4,0,1,0,0,0,11,0,1,0,0,2,1,1,0,6,13,0,0,0,0,7,2,38,12,6,7,0,0,6,127
"92_1",2001-09-01,16,7,0,0,0,0,1,0,1,0,0,0,7,0,3,0,0,0,0,0,0,9,6,0,0,1,1,6,4,29,8,11,6,0,0,4,100
"92_1",2001-10-01,23,3,0,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,1,2,0,5,12,0,0,2,0,9,6,16,3,7,13,0,0,3,92
"92_1",2001-11-01,20,2,0,0,0,0,0,0,0,0,0,0,6,1,7,0,1,2,1,1,0,7,12,1,0,0,1,3,0,24,4,8,5,0,0,4,97
"92_1",2001-12-01,16,11,0,0,0,0,1,0,0,0,0,0,6,0,5,0,1,0,0,0,0,4,14,0,0,1,1,9,5,26,8,9,12,0,0,4,118
"92_1",2002-01-01,7,5,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,1,1,0,2,6,0,0,1,0,3,1,24,4,8,5,0,0,8,84
"92_1",2002-02-01,7,7,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,5,9,0,0,1,1,6,1,26,4,21,5,0,0,6,104
"92_1",2002-03-01,13,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,5,0,5,7,0,0,3,0,7,3,24,7,3,7,0,0,6,95
"92_1",2002-04-01,36,7,0,0,0,0,1,0,4,0,0,0,1,1,3,0,1,0,1,2,0,12,6,0,0,1,0,5,3,31,6,4,8,0,0,3,97
"92_1",2002-05-01,44,4,0,0,0,0,1,0,0,0,0,1,0,1,4,0,1,1,1,1,0,42,12,0,0,1,1,5,0,33,10,9,8,0,0,4,114
"92_1",2002-06-01,24,4,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,2,0,1,0,28,6,1,0,1,0,8,3,20,8,17,11,0,0,7,96
"92_1",2002-07-01,31,4,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,2,2,5,0,8,7,1,0,2,0,4,1,23,6,5,7,0,0,7,90
"92_1",2002-08-01,32,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,0,2,0,14,7,0,0,1,0,5,1,25,11,9,16,0,0,6,93
"92_1",2002-09-01,27,3,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,3,0,8,5,0,0,3,1,6,3,23,7,9,6,0,0,3,86
"92_1",2002-10-01,30,7,0,0,0,0,1,0,2,0,0,0,1,0,4,0,1,0,1,3,0,6,2,0,0,2,1,3,2,24,11,13,7,0,0,1,88
"92_1",2002-11-01,14,12,0,0,0,0,5,0,1,0,0,0,3,1,0,0,0,0,0,0,0,2,3,0,0,3,0,8,1,39,16,3,11,0,0,5,97
"92_1",2002-12-01,10,4,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,1,0,2,3,0,0,3,0,3,2,14,2,5,5,0,0,0,54
"92_1",2003-01-01,6,7,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,1,5,1,0,2,1,0,0,2,0,6,3,21,2,9,1,0,0,2,74
"92_1",2003-02-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,11,2,4,2,0,0,0,25
"92_1",2003-03-01,3,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,1,0,8,3,13,5,8,4,0,0,0,50
"92_1",2003-04-01,9,7,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,1,1,5,8,0,0,3,1,2,2,37,9,8,6,0,0,1,109
"92_1",2003-05-01,18,7,0,0,0,0,1,0,1,0,0,0,13,1,2,0,0,0,1,0,0,16,5,0,0,0,0,3,2,36,5,12,7,0,0,3,116
"92_1",2003-06-01,61,2,0,0,0,0,0,0,1,0,0,0,11,0,1,0,0,3,1,0,0,26,4,0,0,3,0,5,4,27,9,6,11,0,0,1,83
"92_1",2003-07-01,40,5,0,0,0,0,2,0,1,0,0,0,6,0,2,0,0,3,0,1,0,35,6,0,0,0,0,6,2,23,6,6,7,0,0,0,73
"92_1",2003-08-01,23,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,13,7,0,0,2,1,7,2,33,8,9,9,0,0,1,88
"92_1",2003-09-01,18,5,0,0,0,0,1,0,1,0,0,0,6,1,1,0,0,1,4,2,0,3,8,1,0,1,0,6,5,22,2,9,6,0,0,2,83
"92_1",2003-10-01,14,8,0,0,0,0,1,0,1,0,0,0,7,3,3,0,0,0,1,1,0,6,3,0,0,3,0,4,2,34,9,6,9,0,0,0,94
"92_1",2003-11-01,21,11,0,0,0,0,1,0,1,0,0,0,5,0,2,0,0,1,1,2,1,7,8,0,0,4,0,8,2,31,4,7,6,0,0,1,97
"92_1",2003-12-01,17,5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,3,0,0,4,8,0,0,6,1,5,1,32,9,8,14,0,0,0,102
"92_1",2004-01-01,5,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,4,0,4,5,0,0,2,1,7,1,33,5,12,5,0,0,0,93
"92_1",2004-02-01,10,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,8,0,0,1,0,9,1,19,2,11,8,0,0,2,74
"92_1",2004-03-01,7,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,2,0,2,4,0,0,1,1,8,5,30,9,14,14,0,0,1,98
"92_1",2004-04-01,20,9,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,2,5,0,11,3,0,0,1,1,4,1,32,1,12,4,0,0,1,96
"92_1",2004-05-01,39,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,35,3,0,0,5,0,4,3,42,7,8,11,0,0,1,99
"92_1",2004-06-01,43,4,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,32,8,2,0,0,0,6,2,49,11,13,8,0,0,0,109
"92_1",2004-07-01,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,24,3,1,0,3,0,4,0,37,7,3,9,0,0,1,71
"92_1",2004-08-01,23,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,12,6,1,0,1,1,2,1,26,8,5,4,0,0,2,60
"92_1",2004-09-01,22,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,8,6,0,0,1,0,6,3,28,8,5,8,0,0,0,76
"92_1",2004-10-01,17,5,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,1,1,0,10,7,0,0,2,0,8,4,32,4,10,8,0,0,0,90
"92_1",2004-11-01,12,5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,5,6,0,0,4,0,7,2,32,9,6,11,0,0,2,82
"92_1",2004-12-01,10,11,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,1,0,2,0,5,5,0,0,2,0,6,4,32,11,10,8,0,0,0,93
"92_1",2005-01-01,6,5,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2,1,3,4,0,0,2,1,10,1,39,12,12,6,0,0,1,95
"92_1",2005-02-01,11,9,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,3,2,0,2,5,0,0,2,0,5,1,23,6,5,14,0,0,1,83
"92_1",2005-03-01,16,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,2,1,0,2,4,0,0,2,0,8,4,30,10,8,4,0,0,0,76
"92_1",2005-04-01,11,3,0,0,0,0,0,0,1,0,0,0,13,2,1,0,0,0,3,1,0,12,7,0,0,3,0,5,1,27,10,8,6,0,0,1,86
"92_1",2005-05-01,27,2,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,1,1,34,4,0,0,1,0,3,2,22,9,7,9,0,0,3,72
"92_1",2005-06-01,27,3,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,1,0,0,42,6,0,1,1,3,4,2,31,5,7,2,0,0,1,89
"92_1",2005-07-01,19,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,25,11,0,0,3,0,9,3,31,2,4,4,0,0,1,95
"92_1",2005-08-01,15,8,0,0,0,1,1,0,2,0,0,0,5,0,0,0,0,2,0,0,0,13,3,0,0,1,1,14,2,24,7,6,6,0,0,0,82
"92_1",2005-09-01,13,6,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,1,1,3,0,11,4,0,0,2,0,8,4,24,7,7,12,0,0,0,79
"92_1",2005-10-01,16,4,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,1,0,0,18,2,0,0,3,1,2,1,18,5,3,6,0,0,0,53
"92_1",2005-11-01,16,5,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,9,7,0,0,2,0,24,17,27,7,5,14,0,0,2,111
"92_1",2005-12-01,25,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,3,1,14,5,32,8,4,6,0,0,0,91
"92_1",2006-01-01,7,16,0,0,0,0,0,0,5,0,0,0,4,1,0,0,0,2,2,1,0,4,9,0,0,2,1,9,6,34,6,9,6,0,0,0,107
"92_1",2006-02-01,6,9,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,1,0,0,4,3,0,0,3,3,7,4,25,14,7,14,0,0,0,95
"92_1",2006-03-01,6,7,0,0,0,0,0,0,2,0,0,0,4,1,3,0,1,5,0,1,1,3,12,0,0,0,1,16,5,27,4,4,8,0,0,0,109
"92_1",2006-04-01,13,7,0,0,0,0,0,0,4,0,0,0,3,1,1,0,0,4,1,1,0,6,7,0,0,1,0,16,8,33,2,11,13,0,0,0,122
"92_1",2006-05-01,14,9,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,2,0,0,0,5,4,0,0,2,1,14,4,33,6,13,8,0,0,2,106
"92_1",2006-06-01,32,8,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,2,0,0,33,7,0,0,6,1,10,5,34,5,7,8,0,0,2,93
"92_1",2006-07-01,20,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,39,6,0,0,0,1,8,4,31,11,7,6,0,0,1,76
"92_1",2006-08-01,11,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,17,4,0,0,3,0,12,5,24,6,5,6,0,0,1,68
"92_1",2006-09-01,17,2,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,4,1,0,11,9,0,0,0,0,15,4,19,4,6,9,0,0,0,79
"92_1",2006-10-01,17,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,9,5,0,0,2,0,13,7,28,5,4,10,0,0,2,84
"92_1",2006-11-01,16,10,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,2,4,2,0,11,2,0,0,2,0,19,14,37,5,7,12,0,0,1,118
"92_1",2006-12-01,11,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,9,11,0,0,0,0,14,7,37,7,6,8,0,0,0,112
"92_1",2007-01-01,6,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,3,6,1,0,5,1,12,10,37,4,7,12,0,0,0,96
"92_1",2007-02-01,4,5,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,2,2,0,0,6,4,0,1,2,0,11,2,24,2,7,9,0,0,0,77
"92_1",2007-03-01,7,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,11,4,0,0,3,1,14,7,37,3,9,6,0,0,0,91
"92_1",2007-04-01,9,5,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,0,1,0,19,6,0,1,0,0,14,11,35,2,8,5,0,0,0,80
"92_1",2007-05-01,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,12,0,0,1,2,10,6,43,8,7,8,0,0,0,103
"92_1",2007-06-01,18,7,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,2,1,0,0,31,4,0,0,0,0,15,7,40,9,9,7,0,0,0,97
"92_1",2007-07-01,14,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,2,0,0,24,4,0,0,0,0,14,5,33,2,8,10,0,0,0,87
"92_1",2007-08-01,16,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,14,8,0,0,1,0,7,1,39,2,5,5,0,0,1,86
"92_1",2007-09-01,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,6,2,0,2,2,9,3,31,5,10,2,0,0,0,75
"92_1",2007-10-01,17,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,10,5,1,0,0,0,10,3,31,4,6,16,0,0,4,86
"92_1",2007-11-01,10,4,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,3,0,1,0,5,5,0,0,1,1,12,3,34,3,8,7,0,0,0,92
"92_1",2007-12-01,6,7,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,0,2,0,11,4,22,2,9,9,0,0,11,85
"92_1",2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,1,32,6,11,43,0,0,0,107
"92_1",2008-02-01,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,32,1,3,1,0,0,0,77
"92_1",2008-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,30,9,24,2,10,3,0,0,0,97
"92_1",2008-04-01,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,35,10,9,7,7,12,2,38,1,10,2,0,0,1,121
"92_1",2008-05-01,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,13,5,7,3,0,0,1,0,4,1,30,1,4,3,0,0,8,91
"92_1",2008-06-01,13,10,0,0,0,0,1,1,2,0,0,0,9,2,6,3,0,0,0,0,0,10,2,0,0,0,0,6,1,28,8,8,3,0,0,8,92
"92_1",2008-07-01,25,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,8,9,0,0,2,0,11,4,43,16,9,5,0,0,1,96
"92_1",2008-08-01,10,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0,2,0,12,4,59,18,8,8,0,0,0,104
"92_1",2008-09-01,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,11,0,0,2,0,19,11,39,7,3,9,0,0,0,98
"92_1",2008-10-01,14,8,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,1,1,0,9,2,0,0,3,0,18,7,35,6,18,6,0,0,2,103
"92_1",2008-11-01,10,8,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,0,1,7,0,0,1,1,13,4,41,4,10,7,0,0,4,107
"92_1",2008-12-01,3,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,3,6,0,0,1,0,12,5,41,13,7,8,0,0,1,91
"92_1",2009-01-01,5,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,3,6,1,0,2,0,17,8,51,13,10,6,0,0,1,112
"92_1",2009-02-01,4,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,6,0,0,1,1,11,3,31,7,1,10,0,0,1,79
"92_1",2009-03-01,16,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1,1,0,1,2,0,0,5,0,11,3,35,7,12,1,0,0,2,97
"92_1",2009-04-01,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,20,1,0,0,3,0,8,3,33,5,12,9,0,0,2,90
"92_1",2009-05-01,22,5,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,0,44,6,0,0,2,0,10,4,49,10,5,3,0,0,1,98
"92_1",2009-06-01,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,2,1,6,2,36,7,7,7,0,0,0,72
"92_1",2009-07-01,16,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,5,1,0,0,0,13,3,43,13,7,12,0,0,2,94
"92_1",2009-08-01,13,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,5,4,0,0,1,1,11,2,27,4,12,6,0,0,0,84
"92_1",2009-09-01,15,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,8,9,0,0,0,0,7,3,33,10,11,4,0,0,3,77
"92_1",2009-10-01,14,6,0,0,0,0,0,0,5,0,0,0,1,0,1,0,1,2,1,1,0,5,3,0,0,4,0,7,2,37,11,22,6,0,0,2,96
"92_1",2009-11-01,17,5,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,2,0,2,0,7,6,0,0,3,2,10,5,42,9,9,6,0,0,2,106
"92_1",2009-12-01,13,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,1,0,11,10,0,0,0,1,3,0,31,6,9,7,0,0,2,93
"92_1",2010-01-01,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,1,15,3,40,5,9,7,0,0,0,98
"92_1",2010-02-01,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,2,9,0,0,0,0,5,3,21,5,3,10,0,0,1,66
"92_1",2010-03-01,5,2,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,8,6,0,0,6,1,3,1,30,2,13,1,0,0,0,75
"92_1",2010-04-01,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,4,0,0,2,0,3,1,52,14,12,8,0,0,0,88
"92_1",2010-05-01,34,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,26,9,0,0,2,0,1,0,44,8,13,10,0,0,0,92
"92_1",2010-06-01,29,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,31,9,0,0,0,2,4,2,52,6,5,3,0,0,0,88
"92_1",2010-07-01,15,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2,2,0,15,5,0,0,1,0,5,0,32,7,9,6,0,0,1,75
"92_1",2010-08-01,17,5,0,0,0,0,0,0,0,0,0,0,16,3,1,0,1,3,0,0,0,12,3,0,0,5,1,4,2,34,7,11,6,0,0,0,101
"92_1",2010-09-01,15,3,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,2,2,0,0,11,6,0,0,6,0,11,3,32,4,4,8,0,0,0,93
"92_1",2010-10-01,13,4,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,2,3,0,0,9,7,0,0,1,0,10,2,34,4,15,6,0,0,2,93
"92_1",2010-11-01,7,5,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,3,0,0,2,0,14,6,28,5,10,11,0,0,0,80
"92_1",2010-12-01,8,9,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,0,0,3,7,0,0,3,0,9,1,31,13,11,7,0,0,0,91
"92_1",2011-01-01,8,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,2,4,0,0,3,0,5,0,42,5,12,10,0,0,3,100
"92_1",2011-02-01,9,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,2,0,0,5,1,9,2,41,6,11,5,0,0,1,93
"92_1",2011-03-01,7,3,0,0,0,1,0,0,0,0,0,1,5,1,2,0,0,4,0,0,0,2,9,0,0,2,0,17,2,43,4,13,13,0,0,2,120
"92_1",2011-04-01,31,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,7,12,0,0,1,1,7,2,38,5,7,8,0,0,0,89
"92_1",2011-05-01,38,11,0,0,0,0,1,0,0,0,0,2,7,1,0,0,0,2,0,1,0,27,2,0,0,2,0,12,5,45,3,9,5,0,0,1,105
"92_1",2011-06-01,37,6,0,0,0,0,1,0,1,0,0,0,12,1,1,0,0,3,1,0,0,24,14,0,0,3,1,13,3,37,6,4,5,0,0,1,110
"92_1",2011-07-01,21,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,13,19,0,0,5,0,16,0,38,9,6,5,0,0,0,114
"92_1",2011-08-01,22,3,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,0,1,0,9,12,0,0,3,2,12,1,34,5,7,4,0,0,1,97
"92_1",2011-09-01,19,7,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,11,9,1,0,0,1,9,1,40,8,4,11,0,0,0,91
"92_1",2011-10-01,14,10,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,3,1,0,0,3,4,0,0,2,0,13,2,32,10,11,5,0,0,0,91
"92_1",2011-11-01,10,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,1,0,1,3,0,0,4,1,12,2,31,8,6,4,0,0,0,85
"92_1",2011-12-01,10,5,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,1,0,0,2,4,0,0,1,0,12,3,46,4,6,4,0,0,3,96
"92_1",2012-01-01,3,9,0,0,0,0,2,0,0,0,0,0,4,1,1,0,0,4,1,0,0,0,5,0,0,1,0,14,3,30,6,9,4,0,0,1,89
"92_1",2012-02-01,2,8,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,0,3,2,0,0,2,0,9,2,34,2,10,8,0,0,4,92
"92_1",2012-03-01,8,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,6,0,0,3,0,8,3,42,4,12,5,0,0,2,98
"92_1",2012-04-01,19,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,1,0,6,2,0,0,3,1,11,4,42,3,10,3,0,0,2,93
"92_1",2012-05-01,31,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,6,0,0,0,1,6,1,34,4,6,8,0,0,6,85
"92_1",2012-06-01,24,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,23,3,0,0,1,1,9,4,46,7,6,5,0,0,5,95
"92_1",2012-07-01,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,13,7,0,0,1,0,8,4,44,16,8,13,0,0,5,99
"92_1",2012-08-01,15,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,0,1,0,12,2,39,10,13,9,0,0,5,99
"92_1",2012-09-01,11,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,1,3,5,0,0,1,0,7,0,31,5,13,6,0,0,5,92
"92_1",2012-10-01,9,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,14,0,0,3,0,14,1,21,5,7,5,0,0,8,90
"92_1",2012-11-01,4,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,4,8,0,0,0,1,17,5,25,11,7,5,0,0,4,78
"92_1",2012-12-01,7,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0,1,0,2,8,1,0,0,1,8,1,37,11,6,9,0,0,4,95
"92_1",2013-01-01,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,2,1,1,6,0,0,4,0,16,3,45,16,14,10,0,0,3,121
"92_1",2013-02-01,0,7,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,1,2,1,0,3,4,0,0,3,1,12,5,28,3,10,6,0,0,3,90
"92_1",2013-03-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,8,0,0,1,0,16,4,32,8,5,10,0,0,0,85
"92_1",2013-04-01,15,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1,0,15,12,0,0,0,0,9,0,24,6,6,8,0,0,1,76
"92_1",2013-05-01,35,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,0,0,32,12,0,0,1,1,15,3,32,10,4,5,0,0,4,96
"92_1",2013-06-01,23,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,29,5,0,0,0,0,7,0,43,9,8,2,0,0,0,75
"92_1",2013-07-01,17,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,2,0,21,13,0,0,1,0,5,1,36,8,5,9,0,0,0,94
"92_1",2013-08-01,16,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,8,9,0,0,0,0,6,2,54,10,6,9,0,0,3,111
"92_1",2013-09-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,4,0,0,0,0,6,2,20,5,8,7,0,0,1,59
"92_1",2013-10-01,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,0,0,1,0,10,4,36,12,10,3,0,0,0,81
"92_1",2013-11-01,4,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,5,5,0,0,1,0,7,3,30,10,4,6,0,0,0,76
"92_1",2013-12-01,7,7,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,2,0,2,4,0,0,3,0,6,1,35,10,11,7,0,0,2,85
"92_1",2014-01-01,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,0,0,1,0,10,4,36,6,7,7,0,0,8,89
"92_1",2014-02-01,5,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,8,0,0,1,0,18,2,26,7,10,8,0,0,4,99
"92_1",2014-03-01,5,10,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,6,0,0,4,1,6,1,34,10,11,12,0,0,4,111
"92_1",2014-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,7,0,42,14,7,8,0,0,3,78
