"","Lower CI","Point Estimate","Upper CI"
"0",0.843642801814762,0.893734247699431,0.95473343826317
"1",0.861686598607671,0.915729839780473,0.959871213076587
"2",0.883843479923046,0.928571428571429,0.974800313309262
"3",0.903142531882304,0.967618311993108,1.03364560884474
"4",0.856249176595193,0.964656856361505,1.29554231274878
"5",1.00127980330205,1.1207664264047,1.23776516891123
"6",0.842800377580577,0.924341010723032,0.995966959490719
"7",0.860834655125292,1.02144221104737,1.0837575516027
"8",0.912768970098785,0.970477515147375,1.03219018510009
"9",0.881024438363468,0.929711550898978,0.971719470168846
