"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"0",0.966958959193393,1.09939075091508,1.24872040880647
"1",0.853090339339463,0.976196655335806,1.10826026295907
"2",0.75617541643277,0.862739295587856,0.978394932248186
"3",0.776977182005837,0.874858984689766,0.98170696348526
"4",0.784617364936142,0.882992418824203,0.988078525433653
"5",0.838216950989137,0.96207596751075,1.0801133821861
"6",0.816444732383855,0.899578686321354,0.986105106440718
"7",0.819568960500413,0.89466342542112,0.97182344101526
"8",0.811716425099997,0.881803899328782,0.971996854016789
"9",0.840216683903645,0.941204200822355,1.06493060228642
