age_group,date,J12_18,A10_B99_nopneumo,A17,A18,A19,A39,A41,B20_24,B34,B96,B97,B99,C00_D48,D50_89,E00_99,E10_14,E40_46,G00_99_SY,H00_99_SY,I00_99,I60_64,cJ20_J22,K00_99,K35,K80,L00_99,M00_99,N00_99,N39,P00_99,P05_07,Q00_99,S00_T99,Z00_99,ach_noj
0_1,2001-01-01,4,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,4,0,0,0,0,0,0,68,28,3,1,0,23
0_1,2001-02-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,1,0,2,0,71,4,2,1,0,22
0_1,2001-03-01,5,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,106,1,3,3,1,18
0_1,2001-04-01,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,15,0,96,1,5,0,0,37
0_1,2001-05-01,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,7,0,74,0,4,1,0,25
0_1,2001-06-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,4,0,0,2,0,20,1,85,2,4,1,0,44
0_1,2001-07-01,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,10,0,0,0,0,0,15,0,87,0,0,1,0,31
0_1,2001-08-01,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,3,0,0,0,0,7,0,87,2,2,0,1,24
0_1,2001-09-01,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,4,0,88,8,2,1,1,20
0_1,2001-10-01,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,2,0,5,0,81,4,3,0,1,21
0_1,2001-11-01,1,5,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,2,0,1,0,1,2,0,0,0,0,10,0,83,8,4,1,0,36
0_1,2001-12-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,4,0,79,13,3,1,0,15
0_1,2002-01-01,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,1,0,0,0,97,41,2,1,0,16
0_1,2002-02-01,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,2,12,0,0,0,1,0,1,0,101,20,7,1,0,19
0_1,2002-03-01,14,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,2,0,0,0,0,0,0,110,23,4,1,1,17
0_1,2002-04-01,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,0,0,0,4,0,1,0,109,28,2,3,0,19
0_1,2002-05-01,17,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,2,0,0,1,0,0,0,94,49,7,2,1,22
0_1,2002-06-01,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,106,34,4,1,0,16
0_1,2002-07-01,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,28,6,1,0,18
0_1,2002-08-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,122,32,1,0,0,14
0_1,2002-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,107,38,7,1,0,18
0_1,2002-10-01,3,1,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,98,21,8,2,0,29
0_1,2002-11-01,8,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,4,0,0,3,0,1,1,105,32,3,2,0,22
0_1,2002-12-01,8,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,2,1,2,2,0,0,1,0,0,0,110,20,9,0,0,26
0_1,2003-01-01,16,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,0,1,0,117,14,7,1,0,17
0_1,2003-02-01,10,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,118,17,4,3,0,13
0_1,2003-03-01,23,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,112,16,4,3,0,20
0_1,2003-04-01,22,7,0,0,0,0,6,0,1,0,0,0,0,0,2,0,1,1,1,1,0,2,2,1,0,0,0,0,0,109,12,6,2,0,25
0_1,2003-05-01,19,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,108,8,8,1,0,20
0_1,2003-06-01,14,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,101,12,6,4,0,21
0_1,2003-07-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,108,9,3,0,0,12
0_1,2003-08-01,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,89,10,5,2,0,21
0_1,2003-09-01,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,80,6,4,1,0,13
0_1,2003-10-01,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,5,0,0,1,0,0,0,108,6,1,2,0,17
0_1,2003-11-01,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,109,4,4,2,0,16
0_1,2003-12-01,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,98,7,5,0,0,10
0_1,2004-01-01,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,120,20,5,1,0,17
0_1,2004-02-01,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,92,14,6,2,0,19
0_1,2004-03-01,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,106,14,5,2,0,15
0_1,2004-04-01,23,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,6,0,0,0,0,0,0,114,20,7,1,1,24
0_1,2004-05-01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,4,2,0,2,0,0,0,105,20,5,3,0,21
0_1,2004-06-01,8,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,3,3,0,0,3,0,0,0,96,8,2,3,0,21
0_1,2004-07-01,6,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,117,17,2,2,0,13
0_1,2004-08-01,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,4,0,0,0,105,15,10,1,1,28
0_1,2004-09-01,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,129,51,3,2,0,13
0_1,2004-10-01,2,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,116,27,8,2,0,27
0_1,2004-11-01,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,114,12,7,3,0,20
0_1,2004-12-01,4,1,0,0,0,0,1,0,0,0,0,0,1,3,7,0,0,0,0,0,0,2,4,0,0,0,1,0,0,125,26,7,5,0,35
0_1,2005-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,1,1,1,0,115,44,8,4,0,28
0_1,2005-02-01,10,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,2,1,0,0,0,0,0,0,107,17,2,1,0,16
0_1,2005-03-01,15,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,114,29,6,1,0,18
0_1,2005-04-01,16,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,17,2,1,0,1,0,0,0,149,49,2,1,0,14
0_1,2005-05-01,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,13,2,0,0,0,0,0,0,105,28,2,1,0,14
0_1,2005-06-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,3,0,0,1,0,1,0,97,36,5,2,0,20
0_1,2005-07-01,7,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,4,0,0,1,0,0,0,100,24,7,0,0,20
0_1,2005-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,8,6,0,0,12
0_1,2005-09-01,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,105,15,6,2,0,16
0_1,2005-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,0,0,0,0,1,0,111,21,5,5,0,24
0_1,2005-11-01,3,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,7,6,0,0,1,0,1,1,97,12,0,2,0,18
0_1,2005-12-01,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,5,0,0,0,0,1,0,110,14,2,1,1,20
0_1,2006-01-01,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,0,1,0,1,0,105,20,5,0,0,19
0_1,2006-02-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,116,27,3,0,0,13
0_1,2006-03-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,1,123,28,3,1,0,13
0_1,2006-04-01,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,127,18,2,1,0,13
0_1,2006-05-01,33,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,3,0,0,2,0,0,0,125,14,2,1,0,18
0_1,2006-06-01,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,2,0,119,17,8,0,0,21
0_1,2006-07-01,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,4,0,0,0,100,13,4,1,0,18
0_1,2006-08-01,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,113,26,2,4,0,18
0_1,2006-09-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,1,1,107,15,3,2,0,15
0_1,2006-10-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,2,0,0,1,0,1,0,124,8,2,1,1,16
0_1,2006-11-01,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,98,7,3,4,0,18
0_1,2006-12-01,20,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,129,23,9,2,2,26
0_1,2007-01-01,32,4,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,0,1,0,138,59,4,2,1,23
0_1,2007-02-01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,3,0,0,2,0,0,0,114,42,1,2,0,15
0_1,2007-03-01,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,120,29,3,1,0,26
0_1,2007-04-01,26,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,1,0,1,0,140,15,4,1,0,20
0_1,2007-05-01,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,2,0,2,0,172,29,7,2,0,29
0_1,2007-06-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0,2,0,155,36,5,2,0,20
0_1,2007-07-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,3,2,0,0,0,0,1,1,180,15,3,2,0,23
0_1,2007-08-01,8,5,0,0,0,0,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,1,0,2,2,0,0,169,20,5,0,0,24
0_1,2007-09-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,168,23,2,0,0,14
0_1,2007-10-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,158,35,9,0,0,19
0_1,2007-11-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,4,0,0,0,142,29,7,1,0,21
0_1,2007-12-01,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,154,26,4,2,0,17
0_1,2008-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,13,1,0,0,2,0,0,0,146,18,5,2,0,25
0_1,2008-02-01,13,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0,0,2,0,2,1,160,15,5,0,0,20
0_1,2008-03-01,10,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,8,1,0,0,0,0,0,0,177,20,5,0,1,22
0_1,2008-04-01,9,2,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,179,18,3,1,0,23
0_1,2008-05-01,10,1,0,0,0,0,1,0,0,0,0,0,2,0,8,1,3,0,0,0,0,13,1,0,0,1,0,1,0,152,16,4,3,0,25
0_1,2008-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,9,1,0,0,2,0,0,0,132,18,9,4,0,31
0_1,2008-07-01,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,1,0,1,1,165,20,6,1,0,19
0_1,2008-08-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,9,6,0,0,1,0,3,1,145,22,1,0,0,19
0_1,2008-09-01,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,4,3,0,0,1,0,2,0,148,25,5,0,0,28
0_1,2008-10-01,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,7,0,0,1,0,0,0,157,22,6,3,1,38
0_1,2008-11-01,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,2,0,0,0,0,0,0,152,16,10,0,0,19
0_1,2008-12-01,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,11,3,0,0,2,0,3,0,167,26,6,0,0,21
0_1,2009-01-01,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,1,0,6,0,0,0,136,26,3,1,0,27
0_1,2009-02-01,24,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,2,1,137,31,4,2,0,20
0_1,2009-03-01,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,2,0,0,3,0,3,1,168,27,5,3,2,30
0_1,2009-04-01,27,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,5,2,0,0,0,0,1,0,157,29,8,2,0,27
0_1,2009-05-01,26,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,151,37,9,2,0,25
0_1,2009-06-01,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,0,2,1,2,1,182,33,5,0,0,26
0_1,2009-07-01,11,2,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,1,1,0,2,3,0,0,0,0,3,1,172,43,3,2,0,25
0_1,2009-08-01,6,2,0,0,0,0,0,0,0,0,0,0,2,2,7,0,1,1,0,1,0,2,3,0,0,1,0,1,0,179,28,7,3,0,40
0_1,2009-09-01,8,3,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,8,0,0,1,0,2,0,172,35,10,1,0,38
0_1,2009-10-01,7,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,6,0,0,0,0,2,1,165,25,17,2,0,44
0_1,2009-11-01,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,5,0,0,1,0,0,0,176,33,6,2,0,25
0_1,2009-12-01,10,1,0,0,0,0,1,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,1,1,0,1,0,0,0,174,31,10,2,0,31
0_1,2010-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,7,4,0,0,1,0,1,0,174,23,8,2,0,25
0_1,2010-02-01,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,12,6,1,0,0,0,0,0,169,17,13,3,0,30
0_1,2010-03-01,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,5,0,0,2,0,1,0,204,21,6,3,0,31
0_1,2010-04-01,24,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,4,0,0,0,0,1,0,171,26,9,3,1,33
0_1,2010-05-01,12,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,4,3,0,0,1,0,1,1,182,14,4,1,2,27
0_1,2010-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,167,30,10,0,2,23
0_1,2010-07-01,4,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,4,0,0,1,0,2,0,175,31,5,1,2,27
0_1,2010-08-01,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,195,18,8,1,0,22
0_1,2010-09-01,2,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,2,1,0,0,4,5,0,0,2,0,0,0,202,34,8,3,0,37
0_1,2010-10-01,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,5,7,1,0,3,0,1,1,175,34,8,1,0,38
0_1,2010-11-01,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,1,0,2,0,167,23,8,3,0,27
0_1,2010-12-01,9,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,2,1,0,0,1,0,1,0,174,35,3,1,0,23
0_1,2011-01-01,14,5,0,0,0,0,4,0,0,0,0,0,0,1,4,0,2,0,0,0,0,6,4,1,0,0,1,2,0,208,53,2,1,2,23
0_1,2011-02-01,23,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,15,2,0,0,2,0,2,1,156,41,7,1,0,28
0_1,2011-03-01,35,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,1,0,14,3,0,0,0,0,2,0,165,58,3,2,0,24
0_1,2011-04-01,10,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,1,0,15,4,0,0,3,0,0,0,166,37,5,1,1,29
0_1,2011-05-01,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2,0,0,1,1,2,1,204,37,5,1,2,24
0_1,2011-06-01,6,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,6,4,0,0,0,0,1,0,177,38,5,3,1,23
0_1,2011-07-01,6,3,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,1,0,0,0,3,5,1,0,2,0,1,1,191,39,6,4,1,31
0_1,2011-08-01,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,6,2,0,0,2,0,1,0,201,45,5,3,0,22
0_1,2011-09-01,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,3,4,2,0,2,0,2,1,193,46,3,3,0,26
0_1,2011-10-01,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,8,1,0,1,0,1,0,172,59,6,4,0,25
0_1,2011-11-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,2,0,0,0,0,0,179,30,7,1,0,17
0_1,2011-12-01,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0,0,1,0,0,0,179,30,8,3,0,32
0_1,2012-01-01,15,1,0,0,0,0,1,0,0,0,0,0,1,4,5,0,1,1,0,0,0,10,6,2,0,1,0,3,0,167,29,11,3,0,37
0_1,2012-02-01,30,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,13,5,2,0,0,0,0,0,151,16,4,1,0,22
0_1,2012-03-01,36,3,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,11,4,1,0,1,0,1,0,185,22,8,1,0,28
0_1,2012-04-01,24,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,8,3,0,0,3,0,0,0,163,16,5,3,0,23
0_1,2012-05-01,10,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,3,0,0,2,0,2,1,197,33,8,2,0,28
0_1,2012-06-01,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,6,0,0,0,0,0,4,1,185,14,6,1,0,23
0_1,2012-07-01,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,7,3,0,0,0,0,1,0,173,9,8,4,0,35
0_1,2012-08-01,7,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,3,4,0,0,0,0,1,1,177,14,12,1,0,34
0_1,2012-09-01,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,0,0,1,0,1,1,194,21,8,4,0,25
0_1,2012-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,192,25,6,2,0,19
0_1,2012-11-01,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,3,2,0,0,1,0,0,0,173,20,11,0,0,25
0_1,2012-12-01,4,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,1,1,1,4,0,0,0,0,1,0,176,37,2,2,1,27
0_1,2013-01-01,8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4,0,0,0,0,3,0,198,54,4,3,0,27
0_1,2013-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1,1,0,0,0,0,1,0,176,25,3,1,1,19
0_1,2013-03-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10,5,1,0,2,0,1,0,180,32,9,2,0,29
0_1,2013-04-01,31,2,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,1,0,1,0,8,3,0,0,2,0,0,0,189,32,6,3,0,30
0_1,2013-05-01,36,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,8,4,0,0,0,0,3,0,161,15,10,1,1,31
0_1,2013-06-01,18,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,5,0,0,1,0,1,0,186,38,8,3,0,29
0_1,2013-07-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,4,9,1,0,1,1,3,0,202,19,7,3,0,31
0_1,2013-08-01,7,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,6,2,0,1,0,0,0,230,23,5,2,0,26
0_1,2013-09-01,5,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,1,0,2,6,1,0,1,0,1,0,197,18,8,3,0,31
0_1,2013-10-01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,5,0,0,0,0,2,0,186,15,9,0,1,26
0_1,2013-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,4,2,151,15,10,2,1,29
0_1,2013-12-01,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,3,6,0,0,4,0,1,1,172,27,2,2,0,30
0_1,2014-01-01,11,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,5,0,0,0,0,5,3,196,57,7,2,0,27
0_1,2014-02-01,10,2,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,2,0,0,0,0,1,0,157,59,9,2,0,26
0_1,2014-03-01,6,3,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,2,1,0,0,5,3,0,0,0,0,0,0,252,83,4,2,0,23
0_1,2014-04-01,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,4,0,0,0,0,2,0,226,59,12,2,0,26
0_1,2014-05-01,20,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,3,0,0,2,0,1,0,257,59,12,1,0,29
0_1,2014-06-01,29,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,0,1,0,8,1,0,0,1,0,0,0,210,32,15,1,0,30
0_1,2014-07-01,8,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,1,0,0,2,0,1,1,214,31,7,2,0,20
0_1,2014-08-01,8,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,2,0,0,0,0,1,0,208,50,4,5,0,21
0_1,2014-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1,2,1,0,227,30,9,0,0,22
0_1,2014-10-01,7,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,2,3,0,0,2,0,3,2,204,15,11,3,0,34
0_1,2014-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,4,0,0,1,0,2,0,207,19,8,1,0,22
0_1,2014-12-01,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,1,0,2,2,228,21,9,2,1,28
0_1,2015-01-01,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,3,0,2,0,213,28,10,0,0,25
0_1,2015-02-01,18,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,1,0,1,0,2,1,205,25,6,2,0,17
